month,level_1,value
1974-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1974-09,All Items Less Accommodation,na
1974-09,MAS Core Inflation Measure,na
1974-10,All Items,42.5
1974-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1974-10,All Items Less Accommodation,na
1974-10,MAS Core Inflation Measure,na
1974-11,All Items,42.595
1974-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1974-11,All Items Less Accommodation,na
1974-11,MAS Core Inflation Measure,na
1974-12,All Items,42.917
1974-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1974-12,All Items Less Accommodation,na
1974-12,MAS Core Inflation Measure,na
1975-01,All Items,43.109
1975-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1975-01,All Items Less Accommodation,na
1975-01,MAS Core Inflation Measure,na
1975-02,All Items,43.194
1975-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1975-02,All Items Less Accommodation,na
1975-02,MAS Core Inflation Measure,na
1975-03,All Items,42.37
1975-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1975-03,All Items Less Accommodation,na
1975-03,MAS Core Inflation Measure,na
1975-04,All Items,42.081
1975-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1975-04,All Items Less Accommodation,na
1975-04,MAS Core Inflation Measure,na
1975-05,All Items,42.247
1975-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1975-05,All Items Less Accommodation,na
1975-05,MAS Core Inflation Measure,na
1975-06,All Items,42.368
1975-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1975-06,All Items Less Accommodation,na
1975-06,MAS Core Inflation Measure,na
1975-07,All Items,42.481
1975-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1975-07,All Items Less Accommodation,na
1975-07,MAS Core Inflation Measure,na
1975-08,All Items,42.658
1975-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1975-08,All Items Less Accommodation,na
1975-08,MAS Core Inflation Measure,na
1975-09,All Items,42.671
1975-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1975-09,All Items Less Accommodation,na
1975-09,MAS Core Inflation Measure,na
1975-10,All Items,42.252
1975-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1975-10,All Items Less Accommodation,na
1975-10,MAS Core Inflation Measure,na
1975-11,All Items,42.338
1975-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1975-11,All Items Less Accommodation,na
1975-11,MAS Core Inflation Measure,na
1975-12,All Items,42.515
1975-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1975-12,All Items Less Accommodation,na
1975-12,MAS Core Inflation Measure,na
1976-01,All Items,42.501
1976-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1976-01,All Items Less Accommodation,na
1976-01,MAS Core Inflation Measure,na
1976-02,All Items,42.493
1976-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1976-02,All Items Less Accommodation,na
1976-02,MAS Core Inflation Measure,na
1976-03,All Items,41.95
1976-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1976-03,All Items Less Accommodation,na
1976-03,MAS Core Inflation Measure,na
1976-04,All Items,41.544
1976-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1976-04,All Items Less Accommodation,na
1976-04,MAS Core Inflation Measure,na
1976-05,All Items,41.711
1976-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1976-05,All Items Less Accommodation,na
1976-05,MAS Core Inflation Measure,na
1976-06,All Items,41.496
1976-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1976-06,All Items Less Accommodation,na
1976-06,MAS Core Inflation Measure,na
1976-07,All Items,41.466
1976-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1976-07,All Items Less Accommodation,na
1976-07,MAS Core Inflation Measure,na
1976-08,All Items,41.411
1976-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1976-08,All Items Less Accommodation,na
1976-08,MAS Core Inflation Measure,na
1976-09,All Items,41.335
1976-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1976-09,All Items Less Accommodation,na
1976-09,MAS Core Inflation Measure,na
1976-10,All Items,41.294
1976-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1976-10,All Items Less Accommodation,na
1976-10,MAS Core Inflation Measure,na
1976-11,All Items,41.538
1976-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1976-11,All Items Less Accommodation,na
1976-11,MAS Core Inflation Measure,na
1976-12,All Items,41.867
1976-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1976-12,All Items Less Accommodation,na
1976-12,MAS Core Inflation Measure,na
1977-01,All Items,42.421
1977-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1977-01,All Items Less Accommodation,na
1977-01,MAS Core Inflation Measure,na
1977-02,All Items,42.705
1977-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1977-02,All Items Less Accommodation,na
1977-02,MAS Core Inflation Measure,na
1977-03,All Items,42.417
1977-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1977-03,All Items Less Accommodation,na
1977-03,MAS Core Inflation Measure,na
1977-04,All Items,42.062
1977-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1977-04,All Items Less Accommodation,na
1977-04,MAS Core Inflation Measure,na
1977-05,All Items,42.398
1977-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1977-05,All Items Less Accommodation,na
1977-05,MAS Core Inflation Measure,na
1977-06,All Items,42.551
1977-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1977-06,All Items Less Accommodation,na
1977-06,MAS Core Inflation Measure,na
1977-07,All Items,42.983
1977-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1977-07,All Items Less Accommodation,na
1977-07,MAS Core Inflation Measure,na
1977-08,All Items,43.628
1977-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1977-08,All Items Less Accommodation,na
1977-08,MAS Core Inflation Measure,na
1977-09,All Items,43.911
1977-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1977-09,All Items Less Accommodation,na
1977-09,MAS Core Inflation Measure,na
1977-10,All Items,43.29
1977-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1977-10,All Items Less Accommodation,na
1977-10,MAS Core Inflation Measure,na
1977-11,All Items,43.653
1977-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1977-11,All Items Less Accommodation,na
1977-11,MAS Core Inflation Measure,na
1977-12,All Items,44.541
1977-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1977-12,All Items Less Accommodation,na
1977-12,MAS Core Inflation Measure,na
1978-01,All Items,44.276
1978-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1978-01,All Items Less Accommodation,na
1978-01,MAS Core Inflation Measure,na
1978-02,All Items,44.578
1978-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1978-02,All Items Less Accommodation,na
1978-02,MAS Core Inflation Measure,na
1978-03,All Items,43.984
1978-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1978-03,All Items Less Accommodation,na
1978-03,MAS Core Inflation Measure,na
1978-04,All Items,44.246
1978-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1978-04,All Items Less Accommodation,na
1978-04,MAS Core Inflation Measure,na
1978-05,All Items,44.398
1978-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1978-05,All Items Less Accommodation,na
1978-05,MAS Core Inflation Measure,na
1978-06,All Items,44.501
1978-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1978-06,All Items Less Accommodation,na
1978-06,MAS Core Inflation Measure,na
1978-07,All Items,45.036
1978-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1978-07,All Items Less Accommodation,na
1978-07,MAS Core Inflation Measure,na
1978-08,All Items,45.247
1978-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1978-08,All Items Less Accommodation,na
1978-08,MAS Core Inflation Measure,na
1978-09,All Items,45.322
1978-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1978-09,All Items Less Accommodation,na
1978-09,MAS Core Inflation Measure,na
1978-10,All Items,45.158
1978-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1978-10,All Items Less Accommodation,na
1978-10,MAS Core Inflation Measure,na
1978-11,All Items,45.425
1978-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1978-11,All Items Less Accommodation,na
1978-11,MAS Core Inflation Measure,na
1978-12,All Items,45.39
1978-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1978-12,All Items Less Accommodation,na
1978-12,MAS Core Inflation Measure,na
1979-01,All Items,45.42
1979-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1979-01,All Items Less Accommodation,na
1979-01,MAS Core Inflation Measure,na
1979-02,All Items,45.279
1979-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1979-02,All Items Less Accommodation,na
1979-02,MAS Core Inflation Measure,na
1979-03,All Items,45.135
1979-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1979-03,All Items Less Accommodation,na
1979-03,MAS Core Inflation Measure,na
1979-04,All Items,45.339
1979-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1979-04,All Items Less Accommodation,na
1979-04,MAS Core Inflation Measure,na
1979-05,All Items,45.668
1979-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1979-05,All Items Less Accommodation,na
1979-05,MAS Core Inflation Measure,na
1979-06,All Items,45.789
1979-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1979-06,All Items Less Accommodation,na
1979-06,MAS Core Inflation Measure,na
1979-07,All Items,46.358
1979-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1979-07,All Items Less Accommodation,na
1979-07,MAS Core Inflation Measure,na
1979-08,All Items,47.181
1979-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1979-08,All Items Less Accommodation,na
1979-08,MAS Core Inflation Measure,na
1979-09,All Items,47.925
1979-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1979-09,All Items Less Accommodation,na
1979-09,MAS Core Inflation Measure,na
1979-10,All Items,47.936
1979-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1979-10,All Items Less Accommodation,na
1979-10,MAS Core Inflation Measure,na
1979-11,All Items,48.348
1979-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1979-11,All Items Less Accommodation,na
1979-11,MAS Core Inflation Measure,na
1979-12,All Items,48.71
1979-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1979-12,All Items Less Accommodation,na
1979-12,MAS Core Inflation Measure,na
1980-01,All Items,48.765
1980-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1980-01,All Items Less Accommodation,na
1980-01,MAS Core Inflation Measure,na
1980-02,All Items,49.531
1980-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1980-02,All Items Less Accommodation,na
1980-02,MAS Core Inflation Measure,na
1980-03,All Items,50.059
1980-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1980-03,All Items Less Accommodation,na
1980-03,MAS Core Inflation Measure,na
1980-04,All Items,50.275
1980-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1980-04,All Items Less Accommodation,na
1980-04,MAS Core Inflation Measure,na
1980-05,All Items,50.248
1980-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1980-05,All Items Less Accommodation,na
1980-05,MAS Core Inflation Measure,na
1980-06,All Items,50.382
1980-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1980-06,All Items Less Accommodation,na
1980-06,MAS Core Inflation Measure,na
1980-07,All Items,50.82
1980-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1980-07,All Items Less Accommodation,na
1980-07,MAS Core Inflation Measure,na
1980-08,All Items,51.207
1980-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1980-08,All Items Less Accommodation,na
1980-08,MAS Core Inflation Measure,na
1980-09,All Items,51.081
1980-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1980-09,All Items Less Accommodation,na
1980-09,MAS Core Inflation Measure,na
1980-10,All Items,51.252
1980-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1980-10,All Items Less Accommodation,na
1980-10,MAS Core Inflation Measure,na
1980-11,All Items,51.588
1980-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1980-11,All Items Less Accommodation,na
1980-11,MAS Core Inflation Measure,na
1980-12,All Items,51.633
1980-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1980-12,All Items Less Accommodation,na
1980-12,MAS Core Inflation Measure,na
1981-01,All Items,51.786
1981-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1981-01,All Items Less Accommodation,na
1981-01,MAS Core Inflation Measure,na
1981-02,All Items,52.405
1981-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1981-02,All Items Less Accommodation,na
1981-02,MAS Core Inflation Measure,na
1981-03,All Items,52.525
1981-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1981-03,All Items Less Accommodation,na
1981-03,MAS Core Inflation Measure,na
1981-04,All Items,53.586
1981-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1981-04,All Items Less Accommodation,na
1981-04,MAS Core Inflation Measure,na
1981-05,All Items,54.275
1981-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1981-05,All Items Less Accommodation,na
1981-05,MAS Core Inflation Measure,na
1981-06,All Items,54.64
1981-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1981-06,All Items Less Accommodation,na
1981-06,MAS Core Inflation Measure,na
1981-07,All Items,55.46
1981-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1981-07,All Items Less Accommodation,na
1981-07,MAS Core Inflation Measure,na
1981-08,All Items,56.193
1981-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1981-08,All Items Less Accommodation,na
1981-08,MAS Core Inflation Measure,na
1981-09,All Items,56.092
1981-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1981-09,All Items Less Accommodation,na
1981-09,MAS Core Inflation Measure,na
1981-10,All Items,56.112
1981-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1981-10,All Items Less Accommodation,na
1981-10,MAS Core Inflation Measure,na
1981-11,All Items,56.486
1981-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1981-11,All Items Less Accommodation,na
1981-11,MAS Core Inflation Measure,na
1981-12,All Items,56.975
1981-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1981-12,All Items Less Accommodation,na
1981-12,MAS Core Inflation Measure,na
1982-01,All Items,57.535
1982-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1982-01,All Items Less Accommodation,na
1982-01,MAS Core Inflation Measure,na
1982-02,All Items,57.094
1982-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1982-02,All Items Less Accommodation,na
1982-02,MAS Core Inflation Measure,na
1982-03,All Items,56.486
1982-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1982-03,All Items Less Accommodation,na
1982-03,MAS Core Inflation Measure,na
1982-04,All Items,56.506
1982-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1982-04,All Items Less Accommodation,na
1982-04,MAS Core Inflation Measure,na
1982-05,All Items,56.541
1982-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1982-05,All Items Less Accommodation,na
1982-05,MAS Core Inflation Measure,na
1982-06,All Items,56.69
1982-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1982-06,All Items Less Accommodation,na
1982-06,MAS Core Inflation Measure,na
1982-07,All Items,56.54
1982-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1982-07,All Items Less Accommodation,na
1982-07,MAS Core Inflation Measure,na
1982-08,All Items,56.774
1982-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1982-08,All Items Less Accommodation,na
1982-08,MAS Core Inflation Measure,na
1982-09,All Items,56.868
1982-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1982-09,All Items Less Accommodation,na
1982-09,MAS Core Inflation Measure,na
1982-10,All Items,56.714
1982-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1982-10,All Items Less Accommodation,na
1982-10,MAS Core Inflation Measure,na
1982-11,All Items,57.063
1982-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1982-11,All Items Less Accommodation,na
1982-11,MAS Core Inflation Measure,na
1982-12,All Items,57.445
1982-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1982-12,All Items Less Accommodation,na
1982-12,MAS Core Inflation Measure,na
1983-01,All Items,57.263
1983-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1983-01,All Items Less Accommodation,na
1983-01,MAS Core Inflation Measure,na
1983-02,All Items,57.379
1983-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1983-02,All Items Less Accommodation,na
1983-02,MAS Core Inflation Measure,na
1983-03,All Items,57.317
1983-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1983-03,All Items Less Accommodation,na
1983-03,MAS Core Inflation Measure,na
1983-04,All Items,57.241
1983-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1983-04,All Items Less Accommodation,na
1983-04,MAS Core Inflation Measure,na
1983-05,All Items,57.442
1983-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1983-05,All Items Less Accommodation,na
1983-05,MAS Core Inflation Measure,na
1983-06,All Items,57.074
1983-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1983-06,All Items Less Accommodation,na
1983-06,MAS Core Inflation Measure,na
1983-07,All Items,57.288
1983-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1983-07,All Items Less Accommodation,na
1983-07,MAS Core Inflation Measure,na
1983-08,All Items,57.329
1983-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1983-08,All Items Less Accommodation,na
1983-08,MAS Core Inflation Measure,na
1983-09,All Items,57.538
1983-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1983-09,All Items Less Accommodation,na
1983-09,MAS Core Inflation Measure,na
1983-10,All Items,57.416
1983-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1983-10,All Items Less Accommodation,na
1983-10,MAS Core Inflation Measure,na
1983-11,All Items,57.943
1983-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1983-11,All Items Less Accommodation,na
1983-11,MAS Core Inflation Measure,na
1983-12,All Items,58.102
1983-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1983-12,All Items Less Accommodation,na
1983-12,MAS Core Inflation Measure,na
1984-01,All Items,58.688
1984-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1984-01,All Items Less Accommodation,na
1984-01,MAS Core Inflation Measure,na
1984-02,All Items,59.464
1984-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1984-02,All Items Less Accommodation,na
1984-02,MAS Core Inflation Measure,na
1984-03,All Items,58.876
1984-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1984-03,All Items Less Accommodation,na
1984-03,MAS Core Inflation Measure,na
1984-04,All Items,58.881
1984-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1984-04,All Items Less Accommodation,na
1984-04,MAS Core Inflation Measure,na
1984-05,All Items,58.835
1984-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1984-05,All Items Less Accommodation,na
1984-05,MAS Core Inflation Measure,na
1984-06,All Items,58.998
1984-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1984-06,All Items Less Accommodation,na
1984-06,MAS Core Inflation Measure,na
1984-07,All Items,59.163
1984-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1984-07,All Items Less Accommodation,na
1984-07,MAS Core Inflation Measure,na
1984-08,All Items,59.304
1984-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1984-08,All Items Less Accommodation,na
1984-08,MAS Core Inflation Measure,na
1984-09,All Items,58.906
1984-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1984-09,All Items Less Accommodation,na
1984-09,MAS Core Inflation Measure,na
1984-10,All Items,58.878
1984-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1984-10,All Items Less Accommodation,na
1984-10,MAS Core Inflation Measure,na
1984-11,All Items,58.657
1984-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1984-11,All Items Less Accommodation,na
1984-11,MAS Core Inflation Measure,na
1984-12,All Items,58.631
1984-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1984-12,All Items Less Accommodation,na
1984-12,MAS Core Inflation Measure,na
1985-01,All Items,58.895
1985-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1985-01,All Items Less Accommodation,na
1985-01,MAS Core Inflation Measure,na
1985-02,All Items,59.187
1985-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1985-02,All Items Less Accommodation,na
1985-02,MAS Core Inflation Measure,na
1985-03,All Items,59.341
1985-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1985-03,All Items Less Accommodation,na
1985-03,MAS Core Inflation Measure,na
1985-04,All Items,59.227
1985-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1985-04,All Items Less Accommodation,na
1985-04,MAS Core Inflation Measure,na
1985-05,All Items,59.215
1985-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1985-05,All Items Less Accommodation,na
1985-05,MAS Core Inflation Measure,na
1985-06,All Items,59.365
1985-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1985-06,All Items Less Accommodation,na
1985-06,MAS Core Inflation Measure,na
1985-07,All Items,59.561
1985-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1985-07,All Items Less Accommodation,na
1985-07,MAS Core Inflation Measure,na
1985-08,All Items,59.63
1985-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1985-08,All Items Less Accommodation,na
1985-08,MAS Core Inflation Measure,na
1985-09,All Items,59.159
1985-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1985-09,All Items Less Accommodation,na
1985-09,MAS Core Inflation Measure,na
1985-10,All Items,59.147
1985-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1985-10,All Items Less Accommodation,na
1985-10,MAS Core Inflation Measure,na
1985-11,All Items,58.996
1985-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1985-11,All Items Less Accommodation,na
1985-11,MAS Core Inflation Measure,na
1985-12,All Items,59.035
1985-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1985-12,All Items Less Accommodation,na
1985-12,MAS Core Inflation Measure,na
1986-01,All Items,59.007
1986-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1986-01,All Items Less Accommodation,na
1986-01,MAS Core Inflation Measure,na
1986-02,All Items,58.851
1986-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1986-02,All Items Less Accommodation,na
1986-02,MAS Core Inflation Measure,na
1986-03,All Items,58.681
1986-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1986-03,All Items Less Accommodation,na
1986-03,MAS Core Inflation Measure,na
1986-04,All Items,58.385
1986-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1986-04,All Items Less Accommodation,na
1986-04,MAS Core Inflation Measure,na
1986-05,All Items,58.34
1986-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1986-05,All Items Less Accommodation,na
1986-05,MAS Core Inflation Measure,na
1986-06,All Items,58.254
1986-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1986-06,All Items Less Accommodation,na
1986-06,MAS Core Inflation Measure,na
1986-07,All Items,58.161
1986-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1986-07,All Items Less Accommodation,na
1986-07,MAS Core Inflation Measure,na
1986-08,All Items,58.137
1986-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1986-08,All Items Less Accommodation,na
1986-08,MAS Core Inflation Measure,na
1986-09,All Items,58.374
1986-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1986-09,All Items Less Accommodation,na
1986-09,MAS Core Inflation Measure,na
1986-10,All Items,58.358
1986-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1986-10,All Items Less Accommodation,na
1986-10,MAS Core Inflation Measure,na
1986-11,All Items,58.177
1986-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1986-11,All Items Less Accommodation,na
1986-11,MAS Core Inflation Measure,na
1986-12,All Items,58.221
1986-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1986-12,All Items Less Accommodation,na
1986-12,MAS Core Inflation Measure,na
1987-01,All Items,58.593
1987-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1987-01,All Items Less Accommodation,na
1987-01,MAS Core Inflation Measure,na
1987-02,All Items,58.227
1987-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1987-02,All Items Less Accommodation,na
1987-02,MAS Core Inflation Measure,na
1987-03,All Items,58.22
1987-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1987-03,All Items Less Accommodation,na
1987-03,MAS Core Inflation Measure,na
1987-04,All Items,58.427
1987-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1987-04,All Items Less Accommodation,na
1987-04,MAS Core Inflation Measure,na
1987-05,All Items,58.583
1987-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1987-05,All Items Less Accommodation,na
1987-05,MAS Core Inflation Measure,na
1987-06,All Items,58.618
1987-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1987-06,All Items Less Accommodation,na
1987-06,MAS Core Inflation Measure,na
1987-07,All Items,58.858
1987-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1987-07,All Items Less Accommodation,na
1987-07,MAS Core Inflation Measure,na
1987-08,All Items,58.932
1987-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1987-08,All Items Less Accommodation,na
1987-08,MAS Core Inflation Measure,na
1987-09,All Items,58.898
1987-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1987-09,All Items Less Accommodation,na
1987-09,MAS Core Inflation Measure,na
1987-10,All Items,58.881
1987-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1987-10,All Items Less Accommodation,na
1987-10,MAS Core Inflation Measure,na
1987-11,All Items,58.983
1987-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1987-11,All Items Less Accommodation,na
1987-11,MAS Core Inflation Measure,na
1987-12,All Items,59.11
1987-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1987-12,All Items Less Accommodation,na
1987-12,MAS Core Inflation Measure,na
1988-01,All Items,59.025
1988-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1988-01,All Items Less Accommodation,na
1988-01,MAS Core Inflation Measure,na
1988-02,All Items,59.479
1988-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1988-02,All Items Less Accommodation,na
1988-02,MAS Core Inflation Measure,na
1988-03,All Items,59.325
1988-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1988-03,All Items Less Accommodation,na
1988-03,MAS Core Inflation Measure,na
1988-04,All Items,59.343
1988-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1988-04,All Items Less Accommodation,na
1988-04,MAS Core Inflation Measure,na
1988-05,All Items,59.532
1988-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,na
1988-05,All Items Less Accommodation,na
