,full_address,latitude,longitude
2317,421 HOUGANG AVE 10 Singapore,1.3754906,103.894598
2318,452 HOUGANG AVE 10 Singapore,1.3786196,103.8963258
2319,981C BUANGKOK CRES Singapore,1.3804513,103.8796924
2320,655 HOUGANG AVE 8 Singapore,1.3730745,103.8820029
2321,325 HOUGANG AVE 7 Singapore,1.3675372,103.8986531
2322,553 HOUGANG ST 51 Singapore,1.379119,103.890374
2323,570 HOUGANG ST 51 Singapore,1.3780197,103.8881644
2324,409 HOUGANG AVE 10 Singapore,1.3738024,103.8951417
2325,302 HOUGANG AVE 5 Singapore,1.3686049,103.894598
2326,972 HOUGANG ST 91 Singapore,1.3782928,103.8791941
2327,639 HOUGANG AVE 8 Singapore,1.3707268,103.8797795
2328,563 HOUGANG ST 51 Singapore,1.37998,103.888737
2329,698C HOUGANG ST 52 Singapore,1.3753812,103.8883456
2330,144 LOR AH SOO Singapore,1.3519747,103.8831808
2331,522 HOUGANG AVE 6 Singapore,1.3737485,103.8918795
2332,237 HOUGANG ST 21 Singapore,1.3569949,103.888708
2333,39 TEBAN GDNS RD Singapore,1.3213889,103.7428326
2334,415 PANDAN GDNS Singapore,1.320736,103.7482636
2335,253 JURONG EAST ST 24 Singapore,1.3434476,103.7366551
2336,341 JURONG EAST AVE 1 Singapore,1.3491921,103.7313151
2337,250 JURONG EAST ST 24 Singapore,1.3426414,103.7399362
2338,411 PANDAN GDNS Singapore,1.318933,103.7467021
2339,101 JURONG EAST ST 13 Singapore,1.337063,103.7388274
2340,251 JURONG EAST ST 24 Singapore,1.343138,103.7395515
2341,402 PANDAN GDNS Singapore,1.3207458,103.7497798
2342,217 JURONG EAST ST 21 Singapore,1.3399972,103.7380128
2343,316 JURONG EAST ST 32 Singapore,1.346586,103.7322654
2344,207 JURONG EAST ST 21 Singapore,1.337954,103.742418
2345,331 JURONG EAST AVE 1 Singapore,1.3509551,103.7305005
2346,226 JURONG EAST ST 21 Singapore,1.3414013,103.7358405
2347,212 JURONG EAST ST 21 Singapore,1.3391049,103.7403661
2348,219A JURONG EAST ST 21 Singapore,1.3406595,103.7374697
2349,990B JURONG WEST ST 93 Singapore,1.335409,103.6948458
2350,121 YUAN CHING RD Singapore,1.3357739,103.7240521
2351,122 YUAN CHING RD Singapore,1.3360313,103.7238711
2352,211 BOON LAY PL Singapore,1.3482668,103.7138484
2353,490 JURONG WEST AVE 1 Singapore,1.3497284,103.7272423
2354,501 JURONG WEST ST 51 Singapore,1.3500678,103.7191877
2355,492 JURONG WEST ST 41 Singapore,1.3501077,103.7249798
2356,487 JURONG WEST AVE 1 Singapore,1.3487027,103.7272423
2357,527 JURONG WEST ST 52 Singapore,1.3478865,103.7162918
2358,424 JURONG WEST AVE 1 Singapore,1.3510425,103.7248666
2359,925 JURONG WEST ST 92 Singapore,1.3402018,103.6893265
2360,521 JURONG WEST ST 52 Singapore,1.3466353,103.7172873
2361,338B KANG CHING RD Singapore,1.3382623,103.7219443
2362,511 JURONG WEST ST 52 Singapore,1.3479741,103.7177579
2363,339D KANG CHING RD Singapore,1.3389521,103.7222402
2364,433 JURONG WEST ST 42 Singapore,1.3527573,103.7228982
2365,824 JURONG WEST ST 81 Singapore,1.3465129,103.6938957
2366,945 JURONG WEST ST 91 Singapore,1.3442265,103.6901408
2367,746 JURONG WEST ST 73 Singapore,1.3474057,103.6979222
2368,961 JURONG WEST ST 92 Singapore,1.3414491,103.6921992
2369,838 JURONG WEST ST 81 Singapore,1.3439148,103.6933981
2370,557 JURONG WEST ST 42 Singapore,1.3540275,103.7186447
2371,751 JURONG WEST ST 73 Singapore,1.3476182,103.699189
2372,180 YUNG SHENG RD Singapore,1.3337208,103.7212692
2373,839 JURONG WEST ST 81 Singapore,1.3436259,103.6926742
2374,730 JURONG WEST ST 72 Singapore,1.3461287,103.6982389
2375,854 JURONG WEST ST 81 Singapore,1.3473086,103.6961084
2376,980 JURONG WEST ST 93 Singapore,1.3391514,103.6936695
2377,706 JURONG WEST ST 71 Singapore,1.3414354,103.694597
2378,667C JURONG WEST ST 65 Singapore,1.3411536,103.7022655
2379,541 JURONG WEST AVE 1 Singapore,1.3511845,103.7161108
2380,520 JURONG WEST ST 52 Singapore,1.3461937,103.7176492
2381,323 TAH CHING RD Singapore,1.3369279,103.7239842
2382,649B JURONG WEST ST 61 Singapore,1.3380149,103.6980127
2383,649A JURONG WEST ST 61 Singapore,1.3379578,103.6974698
2384,476 JURONG WEST ST 41 Singapore,1.3476584,103.72412
2385,351 CORPORATION DR Singapore,1.339002,103.71993
2386,644 JURONG WEST ST 61 Singapore,1.339284,103.6961125
2387,663A JURONG WEST ST 65 Singapore,1.3388126,103.7017226
2388,518 JURONG WEST ST 52 Singapore,1.345166,103.7180112
2389,271C JURONG WEST ST 24 Singapore,1.3502079,103.7043694
2390,276C JURONG WEST ST 25 Singapore,1.3531943,103.7042765
2391,552 JURONG WEST ST 42 Singapore,1.3527865,103.7178302
2392,461 JURONG WEST ST 41 Singapore,1.3496188,103.7208167
2393,819 JURONG WEST ST 81 Singapore,1.3458831,103.6951172
2394,902 JURONG WEST ST 91 Singapore,1.3393402,103.6862503
2395,267 BOON LAY DR Singapore,1.3467121,103.7070841
2396,676B JURONG WEST ST 64 Singapore,1.3460153,103.70403
2397,677A JURONG WEST ST 64 Singapore,1.3456807,103.7048897
2398,337C TAH CHING RD Singapore,1.3372082,103.7219248
2399,337D TAH CHING RD Singapore,1.3375444,103.7217115
2400,653A JURONG WEST ST 61 Singapore,1.3369374,103.696565
2401,678A JURONG WEST ST 64 Singapore,1.3450982,103.7042563
2402,401 JURONG WEST ST 42 Singapore,1.3534704,103.7215617
2403,639 JURONG WEST ST 61 Singapore,1.340745,103.6968364
2404,986A JURONG WEST ST 93 Singapore,1.3372566,103.6951851
2405,624 JURONG WEST ST 61 Singapore,1.3410511,103.6977639
2406,987A JURONG WEST ST 93 Singapore,1.336583,103.6944839
2407,408 JURONG WEST ST 42 Singapore,1.3548105,103.7226267
2408,656A JURONG WEST ST 61 Singapore,1.3354565,103.69937
2409,409 JURONG WEST ST 42 Singapore,1.3540606,103.7256133
2410,405 JURONG WEST ST 42 Singapore,1.3544413,103.721604
2411,407 JURONG WEST ST 42 Singapore,1.3548901,103.7215407
2412,669B JURONG WEST ST 64 Singapore,1.3429087,103.7028085
2413,613 JURONG WEST ST 62 Singapore,1.3397711,103.7006368
2414,681A JURONG WEST CTRL 1 Singapore,1.3443604,103.7051612
2415,63 KALLANG BAHRU Singapore,1.3210258,103.8683218
2416,77 LOR LIMAU Singapore,1.3250196,103.8546291
2417,98 WHAMPOA DR Singapore,1.3216915,103.8541891
2418,43 BENDEMEER RD Singapore,1.32115,103.865792
2419,5 JLN BATU Singapore,1.3015525,103.8839963
2420,30 BENDEMEER RD Singapore,1.3194403,103.8640637
2421,1 KG KAYU RD Singapore,1.3026681,103.8825435
2422,8 ST. GEORGE'S LANE Singapore,1.323708,103.8598963
2423,6 ST. GEORGE'S LANE Singapore,1.3232004,103.859081
2424,467 NTH BRIDGE RD Singapore,1.3052548,103.8628859
2425,685 RACE COURSE RD Singapore,1.3141397,103.8569451
2426,34 WHAMPOA WEST Singapore,1.3205414,103.8634295
2427,12 KG ARANG RD Singapore,1.3008228,103.8837244
2428,62 JLN MA'MOR Singapore,1.328317,103.857749
2429,53 JLN MA'MOR Singapore,1.3284636,103.8574383
2430,15 BEACH RD Singapore,1.295817,103.8554963
2431,94 WHAMPOA DR Singapore,1.3219755,103.8557291
2432,17 ST. GEORGE'S RD Singapore,1.323889,103.8623691
2433,15 UPP BOON KENG RD Singapore,1.3159783,103.8713795
2434,3D UPP BOON KENG RD Singapore,1.3132455,103.8727389
2435,3B UPP BOON KENG RD Singapore,1.3143059,103.8728065
2436,38A BENDEMEER RD Singapore,1.3201918,103.8670081
2437,53 GEYLANG BAHRU Singapore,1.3244029,103.8680823
2438,21 ST. GEORGE'S RD Singapore,1.3247621,103.8622027
2439,39 CAMBRIDGE RD Singapore,1.3163824,103.8484821
2440,30 JLN BAHAGIA Singapore,1.3257668,103.8581751
2441,111 WHAMPOA RD Singapore,1.3265095,103.8562727
2442,64 MARINE DR Singapore,1.302105,103.909392
2443,57 MARINE TER Singapore,1.3064945,103.9154413
2444,47 MARINE CRES Singapore,1.3055618,103.9122693
2445,17 MARINE TER Singapore,1.3037229,103.9141725
2446,1 MARINE TER Singapore,1.3048678,103.9186134
2447,78 MARINE DR Singapore,1.3013419,103.908463
2448,216 PASIR RIS ST 21 Singapore,1.3690908,103.9609451
2449,451 PASIR RIS DR 6 Singapore,1.371524,103.9581347
2450,114 PASIR RIS ST 11 Singapore,1.3684667,103.9550523
2451,759 PASIR RIS ST 71 Singapore,1.3764905,103.9327754
2452,257 PASIR RIS ST 21 Singapore,1.367097,103.9637556
2453,117 PASIR RIS ST 11 Singapore,1.3678825,103.9547804
2454,551 PASIR RIS ST 51 Singapore,1.3673812,103.9528766
2455,760 PASIR RIS ST 71 Singapore,1.3765052,103.9333872
2456,118 PASIR RIS ST 11 Singapore,1.3670586,103.954803
2457,700 PASIR RIS DR 10 Singapore,1.3802123,103.9381913
2458,211 PASIR RIS ST 21 Singapore,1.3672409,103.9611038
2459,185 PASIR RIS ST 11 Singapore,1.3656557,103.9598572
2460,518 PASIR RIS ST 52 Singapore,1.3744799,103.9444686
2461,561 PASIR RIS ST 51 Singapore,1.3670285,103.9506103
2462,570 PASIR RIS ST 53 Singapore,1.3728386,103.9464403
2463,417 PASIR RIS DR 6 Singapore,1.3719791,103.9555056
2464,572 PASIR RIS ST 53 Singapore,1.3735902,103.94559
2465,139 PASIR RIS ST 11 Singapore,1.3637541,103.9594946
2466,145 PASIR RIS ST 11 Singapore,1.363252,103.9608318
2467,776 PASIR RIS ST 71 Singapore,1.3751087,103.9372622
2468,641 PASIR RIS DR 1 Singapore,1.37645,103.9395737
2469,628 PASIR RIS DR 3 Singapore,1.3793721,103.940888
2470,188 PASIR RIS ST 12 Singapore,1.3654582,103.9591999
2471,560 PASIR RIS ST 51 Singapore,1.3667367,103.9504289
2472,192 PASIR RIS ST 12 Singapore,1.366338,103.9590186
2473,521 PASIR RIS ST 52 Singapore,1.3737543,103.9444724
2474,764 PASIR RIS ST 71 Singapore,1.3765907,103.9344069
2475,721 PASIR RIS ST 72 Singapore,1.381404,103.936297
2476,486 PASIR RIS DR 4 Singapore,1.3743869,103.9603639
2477,552 PASIR RIS ST 51 Singapore,1.3674197,103.9525593
2478,770 PASIR RIS ST 71 Singapore,1.3752256,103.9360838
2479,568 PASIR RIS ST 51 Singapore,1.3689255,103.9486839
2480,221 PASIR RIS ST 21 Singapore,1.37026,103.961361
2481,782 PASIR RIS ST 71 Singapore,1.3733778,103.9388938
2482,459 PASIR RIS DR 4 Singapore,1.37099,103.9597178
2483,449 PASIR RIS DR 6 Singapore,1.3708753,103.9583692
2484,651 PASIR RIS DR 10 Singapore,1.379205,103.938214
2485,547 PASIR RIS ST 51 Singapore,1.3690072,103.9534432
2486,580 PASIR RIS ST 53 Singapore,1.3746669,103.9468935
2487,132 EDGEDALE PLAINS Singapore,1.3932361,103.9109131
2488,128C PUNGGOL FIELD WALK Singapore,1.3926025,103.9124505
2489,203B PUNGGOL FIELD Singapore,1.397986,103.903626
2490,632B PUNGGOL DR Singapore,1.40083,103.913163
2491,303B PUNGGOL CTRL Singapore,1.4037736,103.9061944
2492,195B PUNGGOL RD Singapore,1.401246,103.906411
2493,301B PUNGGOL CTRL Singapore,1.4037736,103.9061944
2494,102C PUNGGOL FIELD Singapore,1.3988179,103.905014
2495,107A EDGEFIELD PLAINS Singapore,1.3973917,103.9069769
2496,204D PUNGGOL FIELD Singapore,1.398236,103.9026839
2497,172B EDGEDALE PLAINS Singapore,1.3958304,103.9119068
2498,173A PUNGGOL FIELD Singapore,1.3971649,103.9093692
2499,107D EDGEFIELD PLAINS Singapore,1.39672,103.908331
2500,199C PUNGGOL FIELD Singapore,1.4005749,103.905878
2501,192 PUNGGOL CTRL Singapore,1.3998519,103.9094497
2502,637A PUNGGOL DR Singapore,1.3995632,103.9145446
2503,651 PUNGGOL CTRL Singapore,1.3968362,103.91526
2504,296 PUNGGOL CTRL Singapore,1.401593,103.905263
2505,294 PUNGGOL CTRL Singapore,1.402564,103.90465
2506,166A PUNGGOL CTRL Singapore,1.3947758,103.9156265
2507,165A PUNGGOL CTRL Singapore,1.3952181,103.914793
2508,295 PUNGGOL CTRL Singapore,1.402065,103.904443
2509,190 PUNGGOL CTRL Singapore,1.3997238,103.9103904
2510,182 EDGEFIELD PLAINS Singapore,1.39864,103.909173
2511,187 PUNGGOL CTRL Singapore,1.398706,103.910779
2512,110 C'WEALTH CRES Singapore,1.3068586,103.7986691
2513,100 C'WEALTH CRES Singapore,1.3077219,103.8012952
2514,88 C'WEALTH CL Singapore,1.3049534,103.7992125
2515,84 C'WEALTH CL Singapore,1.3035079,103.799223
2516,1 DOVER RD Singapore,1.3025543,103.7833667
2517,171 STIRLING RD Singapore,1.2906819,103.8038534
2518,4 HOLLAND CL Singapore,1.3079724,103.7957715
2519,162 MEI LING ST Singapore,1.2921875,103.8027214
2520,31 HOLLAND CL Singapore,1.3070686,103.7971071
2521,28C DOVER CRES Singapore,1.3058533,103.7821896
2522,23 DOVER CRES Singapore,1.3074368,103.7836157
2523,13 HOLLAND DR Singapore,1.3093758,103.7934172
2524,184 STIRLING RD Singapore,1.2958479,103.8043626
2525,182 STIRLING RD Singapore,1.2951912,103.8051391
2526,17 DOVER CRES Singapore,1.3076785,103.782914
2527,82 STRATHMORE AVE Singapore,1.2947137,103.8087887
2528,508B WELLINGTON CIRCLE Singapore,1.4527712,103.8207389
2529,357 ADMIRALTY DR Singapore,1.4499623,103.8164186
2530,491 ADMIRALTY LINK Singapore,1.4561222,103.8175959
2531,493 ADMIRALTY LINK Singapore,1.4564961,103.8165091
2532,329 SEMBAWANG CL Singapore,1.4463021,103.8177091
2533,327 SEMBAWANG CRES Singapore,1.4456703,103.818977
2534,321 SEMBAWANG CL Singapore,1.4460028,103.8186148
2535,360A ADMIRALTY DR Singapore,1.4492497,103.8158978
2536,317 SEMBAWANG VISTA Singapore,1.4457787,103.8203006
2537,490 ADMIRALTY LINK Singapore,1.455059,103.817122
2538,357C ADMIRALTY DR Singapore,1.4497532,103.8175733
2539,353C ADMIRALTY DR Singapore,1.449724,103.8193166
2540,469A ADMIRALTY DR Singapore,1.4499075,103.81343
2541,357A ADMIRALTY DR Singapore,1.4499768,103.8170299
2542,326 SEMBAWANG CRES Singapore,1.4448619,103.8191129
2543,411 SEMBAWANG DR Singapore,1.45232,103.8180261
2544,476 SEMBAWANG DR Singapore,1.4515191,103.8169393
2545,486 ADMIRALTY LINK Singapore,1.4561147,103.816047
2546,311 CANBERRA RD Singapore,1.446689,103.8225446
2547,355A SEMBAWANG WAY Singapore,1.4495218,103.818716
2548,588B MONTREAL DR Singapore,1.4504221,103.825113
2549,416 CANBERRA RD Singapore,1.4518368,103.818977
2550,360B ADMIRALTY DR Singapore,1.4487037,103.8151733
2551,305 CANBERRA RD Singapore,1.4456164,103.8217393
2552,359A ADMIRALTY DR Singapore,1.4496188,103.8155808
2553,439B SENGKANG WEST AVE Singapore,1.3918162,103.8779581
2554,154 RIVERVALE CRES Singapore,1.3911495,103.9067677
2555,298D COMPASSVALE ST Singapore,1.3957505,103.9008506
2556,291D COMPASSVALE ST Singapore,1.39683,103.898484
2557,305D ANCHORVALE LINK Singapore,1.388851,103.887398
2558,120A RIVERVALE DR Singapore,1.386259,103.904084
2559,196 RIVERVALE DR Singapore,1.392721,103.90326
2560,204C COMPASSVALE DR Singapore,1.3875222,103.8948418
2561,207A COMPASSVALE LANE Singapore,1.3857052,103.8980287
2562,157C RIVERVALE CRES Singapore,1.387868,103.907752
2563,290A COMPASSVALE CRES Singapore,1.3960498,103.8967954
2564,129 RIVERVALE ST Singapore,1.389918,103.902593
2565,201A COMPASSVALE DR Singapore,1.38875,103.893254
2566,313C ANCHORVALE RD Singapore,1.3919558,103.8880837
2567,204A COMPASSVALE DR Singapore,1.388239,103.8946886
2568,209C COMPASSVALE LANE Singapore,1.3839649,103.89907
2569,404B FERNVALE LANE Singapore,1.3882557,103.8735313
2570,265C COMPASSVALE LINK Singapore,1.382146,103.896062
2571,273B COMPASSVALE LINK Singapore,1.384547,103.895027
2572,439C SENGKANG WEST AVE Singapore,1.3922478,103.8786353
2573,441C FERNVALE RD Singapore,1.392071,103.874883
2574,277C COMPASSVALE LINK Singapore,1.3823625,103.8940316
2575,267A COMPASSVALE LINK Singapore,1.3830174,103.8978602
2576,273A COMPASSVALE LINK Singapore,1.3841356,103.8949983
2577,275D COMPASSVALE LINK Singapore,1.382748,103.893938
2578,273D COMPASSVALE LINK Singapore,1.3841826,103.8946913
2579,206C COMPASSVALE LANE Singapore,1.386795,103.897555
2580,252 COMPASSVALE ST Singapore,1.3936789,103.900791
2581,117C RIVERVALE DR Singapore,1.383378,103.903215
2582,121 RIVERVALE DR Singapore,1.38665,103.904662
2583,310A ANCHORVALE RD Singapore,1.390935,103.88502
2584,316C ANCHORVALE LINK Singapore,1.3930148,103.8883422
2585,316A ANCHORVALE LINK Singapore,1.392474,103.889503
2586,260A SENGKANG EAST WAY Singapore,1.3931987,103.8955721
2587,301C ANCHORVALE DR Singapore,1.3887064,103.8909448
2588,403A FERNVALE LANE Singapore,1.3887726,103.8729812
2589,292B COMPASSVALE ST Singapore,1.3954771,103.8987409
2590,403C FERNVALE LANE Singapore,1.3882298,103.8729013
2591,191B RIVERVALE DR Singapore,1.394653,103.9039279
2592,201D COMPASSVALE DR Singapore,1.3874579,103.8936303
2593,321B ANCHORVALE DR Singapore,1.3908925,103.8923568
2594,204B COMPASSVALE DR Singapore,1.3873191,103.8944108
2595,230 COMPASSVALE WALK Singapore,1.388785,103.9013943
2596,200D SENGKANG EAST RD Singapore,1.3871669,103.8932161
2597,258D COMPASSVALE RD Singapore,1.3935249,103.8970889
2598,412A FERNVALE LINK Singapore,1.3892188,103.8779256
2599,307B ANCHORVALE RD Singapore,1.389574,103.887468
2600,136 RIVERVALE ST Singapore,1.388674,103.905038
2601,262B COMPASSVALE ST Singapore,1.395249,103.895461
2602,202A COMPASSVALE DR Singapore,1.38875,103.893254
2603,204D COMPASSVALE DR Singapore,1.387542,103.895347
2604,105 SERANGOON NTH AVE 1 Singapore,1.3702143,103.8701338
2605,107 SERANGOON NTH AVE 1 Singapore,1.3698481,103.8701338
2606,115 SERANGOON NTH AVE 1 Singapore,1.3681605,103.8705868
2607,4 LOR LEW LIAN Singapore,1.3501833,103.8764759
2608,219 SERANGOON AVE 4 Singapore,1.3583368,103.872127
2609,1 LOR LEW LIAN Singapore,1.3507759,103.8752981
2610,225 SERANGOON AVE 4 Singapore,1.3568838,103.8701338
2611,223 SERANGOON AVE 4 Singapore,1.3576135,103.8705868
2612,209 SERANGOON CTRL Singapore,1.3542964,103.8743014
2613,323 SERANGOON AVE 3 Singapore,1.351544,103.8691372
2614,2 LOR LEW LIAN Singapore,1.3504814,103.8755699
2615,101 SERANGOON NTH AVE 1 Singapore,1.3710196,103.8702244
2616,127 SERANGOON NTH AVE 1 Singapore,1.3656631,103.8717646
2617,547 SERANGOON NTH AVE 3 Singapore,1.3738736,103.870768
2618,7 LOR LEW LIAN Singapore,1.3492283,103.8770195
2619,216 SERANGOON AVE 4 Singapore,1.3575254,103.8731236
2620,324 SERANGOON AVE 3 Singapore,1.3512714,103.8687974
2621,403 SERANGOON AVE 1 Singapore,1.3464724,103.8724894
2622,427 SERANGOON CTRL Singapore,1.3478482,103.8751169
2623,116 SERANGOON NTH AVE 1 Singapore,1.3685209,103.8715834
2624,114 SERANGOON NTH AVE 1 Singapore,1.3688877,103.8714928
2625,536 SERANGOON NTH AVE 4 Singapore,1.3735548,103.8751169
2626,506A SERANGOON NTH AVE 4 Singapore,1.3731853,103.8756605
2627,417 SERANGOON CTRL Singapore,1.349917,103.8750489
2628,322 SERANGOON AVE 3 Singapore,1.3518401,103.8685936
2629,236A SERANGOON AVE 2 Singapore,1.3539957,103.8693637
2630,201D TAMPINES ST 21 Singapore,1.3525869,103.9537831
2631,283 TAMPINES ST 22 Singapore,1.3487122,103.9529673
2632,422 TAMPINES ST 41 Singapore,1.3573119,103.9469842
2633,851 TAMPINES ST 83 Singapore,1.352917,103.9349281
2634,437 TAMPINES ST 43 Singapore,1.3599935,103.9516074
2635,847 TAMPINES ST 83 Singapore,1.3524767,103.9351094
2636,221 TAMPINES ST 24 Singapore,1.3551574,103.9523327
2637,281 TAMPINES ST 22 Singapore,1.3471784,103.9524233
2638,434 TAMPINES ST 43 Singapore,1.3592614,103.9516074
2639,808 TAMPINES AVE 4 Singapore,1.346469,103.9360159
2640,253 TAMPINES ST 21 Singapore,1.3530617,103.9477094
2641,251 TAMPINES ST 21 Singapore,1.3528384,103.9483439
2642,361 TAMPINES ST 34 Singapore,1.3559017,103.9627326
2643,425 TAMPINES ST 41 Singapore,1.3590626,103.948072
2644,280 TAMPINES ST 22 Singapore,1.3475491,103.9516074
2645,164 SIMEI RD Singapore,1.3460319,103.9584677
2646,486C TAMPINES AVE 9 Singapore,1.3590076,103.9574094
2647,109 TAMPINES ST 11 Singapore,1.3474197,103.9487065
2648,365 TAMPINES ST 34 Singapore,1.3576164,103.9605598
2649,873 TAMPINES ST 84 Singapore,1.3539396,103.9321862
2650,877 TAMPINES ST 84 Singapore,1.3525711,103.9314837
2651,867 TAMPINES ST 83 Singapore,1.3551185,103.9340217
2652,832 TAMPINES ST 82 Singapore,1.3500963,103.935336
2653,207 TAMPINES ST 21 Singapore,1.3513521,103.9521514
2654,235 TAMPINES ST 21 Singapore,1.3555474,103.9482533
2655,493C TAMPINES ST 43 Singapore,1.3619094,103.9515341
2656,888 TAMPINES ST 81 Singapore,1.3508713,103.9310985
2657,275 TAMPINES ST 22 Singapore,1.3478488,103.9504289
2658,724 TAMPINES ST 71 Singapore,1.3567797,103.9347695
2659,145 SIMEI ST 2 Singapore,1.3447458,103.955415
2660,907 TAMPINES AVE 4 Singapore,1.3506585,103.9393244
2661,861A TAMPINES AVE 5 Singapore,1.3547152,103.9372622
2662,226 TAMPINES ST 23 Singapore,1.3555865,103.953825
2663,936 TAMPINES AVE 5 Singapore,1.3463625,103.9417265
2664,888A TAMPINES ST 81 Singapore,1.3505433,103.9308719
2665,223 TAMPINES ST 24 Singapore,1.3553919,103.9529961
2666,730 TAMPINES ST 71 Singapore,1.3567318,103.9335685
2667,141 TAMPINES ST 12 Singapore,1.3483202,103.9448992
2668,491D TAMPINES ST 45 Singapore,1.3624828,103.9547124
2669,912 TAMPINES ST 91 Singapore,1.349451,103.9392791
2670,288 TAMPINES ST 22 Singapore,1.348747,103.954419
2671,450C TAMPINES ST 42 Singapore,1.3571346,103.952242
2672,165 SIMEI RD Singapore,1.3456028,103.9590413
2673,494C TAMPINES ST 43 Singapore,1.3636308,103.9524913
2674,496B TAMPINES ST 43 Singapore,1.3615524,103.9510862
2675,488A TAMPINES AVE 9 Singapore,1.359952,103.95645
2676,389 TAMPINES ST 32 Singapore,1.3547589,103.9578627
2677,498A TAMPINES ST 45 Singapore,1.36169,103.957859
2678,732 TAMPINES ST 71 Singapore,1.3576601,103.9344523
2679,394 TAMPINES AVE 7 Singapore,1.3551361,103.9559589
2680,496C TAMPINES ST 43 Singapore,1.3621063,103.9502703
2681,401 TAMPINES ST 41 Singapore,1.3571056,103.9447179
2682,497H TAMPINES ST 45 Singapore,1.3597974,103.9600385
2683,233 TAMPINES ST 21 Singapore,1.3564307,103.9474374
2684,859A TAMPINES AVE 5 Singapore,1.3550951,103.93801
2685,101 SIMEI ST 1 Singapore,1.3411804,103.9518794
2686,127 TAMPINES ST 11 Singapore,1.3452288,103.9503497
2687,842E TAMPINES ST 82 Singapore,1.3517982,103.9384633
2688,230G TAMPINES ST 21 Singapore,1.3561208,103.9503383
2689,495A TAMPINES ST 43 Singapore,1.3626336,103.9508822
2690,893 TAMPINES AVE 8 Singapore,1.3487909,103.9301015
2691,867A TAMPINES ST 83 Singapore,1.3556505,103.9338178
2692,894 TAMPINES ST 81 Singapore,1.3488346,103.9320276
2693,896A TAMPINES ST 81 Singapore,1.3485568,103.9325941
2694,229 SIMEI ST 4 Singapore,1.3431139,103.9560269
2695,943 TAMPINES AVE 5 Singapore,1.350297,103.941165
2696,8 LOR 7 TOA PAYOH Singapore,1.337925,103.8567256
2697,114 POTONG PASIR AVE 1 Singapore,1.3367162,103.8632483
2698,118 POTONG PASIR AVE 1 Singapore,1.3355303,103.8626368
2699,148 POTONG PASIR AVE 1 Singapore,1.3326629,103.86805
2700,85B LOR 4 TOA PAYOH Singapore,1.3363419,103.8483275
2701,124 LOR 1 TOA PAYOH Singapore,1.3386174,103.8445417
2702,107 POTONG PASIR AVE 1 Singapore,1.334637,103.8684124
2703,220 LOR 8 TOA PAYOH Singapore,1.3426302,103.8564312
2704,226 LOR 8 TOA PAYOH Singapore,1.3394607,103.8569974
2705,200 TOA PAYOH NTH Singapore,1.3413981,103.8511091
2706,18 JOO SENG RD Singapore,1.336834,103.881167
2707,120 POTONG PASIR AVE 1 Singapore,1.3354718,103.8632483
2708,242 KIM KEAT LINK Singapore,1.3300832,103.8558005
2709,10B LOR 7 TOA PAYOH Singapore,1.3372204,103.858311
2710,191 LOR 4 TOA PAYOH Singapore,1.3321176,103.851288
2711,154 LOR 2 TOA PAYOH Singapore,1.3333374,103.8461722
2712,79B TOA PAYOH CTRL Singapore,1.3347825,103.8479877
2713,79C TOA PAYOH CTRL Singapore,1.334727,103.8486782
2714,14 JOO SENG RD Singapore,1.33583,103.879775
2715,259 KIM KEAT AVE Singapore,1.3338933,103.8577221
2716,250 KIM KEAT LINK Singapore,1.3317748,103.8569974
2717,241 KIM KEAT LINK Singapore,1.3304612,103.8557625
2718,144 LOR 2 TOA PAYOH Singapore,1.3352889,103.844134
2719,14 LOR 7 TOA PAYOH Singapore,1.3366717,103.8582657
2720,6 LOR 7 TOA PAYOH Singapore,1.3385817,103.857088
2721,84 LOR 2 TOA PAYOH Singapore,1.3353193,103.8477575
2722,99B LOR 2 TOA PAYOH Singapore,1.3387113,103.8473045
2723,24 MARSILING DR Singapore,1.441578,103.772549
2724,6 MARSILING DR Singapore,1.4419885,103.7763046
2725,145 WOODLANDS ST 13 Singapore,1.4360984,103.7731811
2726,125 MARSILING RISE Singapore,1.4385182,103.779564
2727,157 WOODLANDS ST 13 Singapore,1.4343637,103.7747655
2728,316 WOODLANDS ST 31 Singapore,1.4314935,103.776033
2729,816 WOODLANDS ST 82 Singapore,1.4420492,103.7900573
2730,319 WOODLANDS ST 31 Singapore,1.4315039,103.7773231
2731,33 MARSILING DR Singapore,1.4435444,103.7719206
2732,633 WOODLANDS RING RD Singapore,1.4356432,103.8024497
2733,626 WOODLANDS AVE 6 Singapore,1.4336921,103.8004802
2734,773 WOODLANDS DR 60 Singapore,1.4474178,103.7976052
2735,624A WOODLANDS DR 52 Singapore,1.4341746,103.7996496
2736,205 MARSILING DR Singapore,1.4448089,103.7733344
2737,762 WOODLANDS AVE 6 Singapore,1.4460504,103.7961337
2738,687B WOODLANDS DR 75 Singapore,1.4419076,103.8072266
2739,733 WOODLANDS CIRCLE Singapore,1.443685,103.7987597
2740,776 WOODLANDS CRES Singapore,1.4477849,103.8000766
2741,708 WOODLANDS DR 70 Singapore,1.4400237,103.7973109
2742,657 WOODLANDS RING RD Singapore,1.4367129,103.7985786
2743,113 WOODLANDS ST 13 Singapore,1.4379792,103.7812586
2744,786D WOODLANDS DR 60 Singapore,1.4467543,103.8010235
2745,655 WOODLANDS RING RD Singapore,1.4375948,103.7983975
